,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-11-18,10043.0,13505.0,21901.0,8017.0,12861.0,31554.0,301575.0,19380.0,20196.0,8173.0,33441.0,15571.0,5054.0,18569.0,1182.0,13489.0,534558.0
2020-11-19,10067.0,13532.0,21928.0,8023.0,12875.0,31620.0,301884.0,19421.0,20286.0,8219.0,33740.0,15750.0,5114.0,18775.0,1190.0,13542.0,536012.0
2020-11-20,10099.0,13570.0,21959.0,8034.0,12901.0,31700.0,302198.0,19447.0,20360.0,8280.0,33992.0,15936.0,5253.0,18981.0,1195.0,13634.0,537585.0
2020-11-21,10109.0,13596.0,21988.0,8039.0,12927.0,31766.0,302540.0,19507.0,20444.0,8331.0,34276.0,16101.0,5344.0,19222.0,1210.0,13697.0,539143.0
2020-11-22,10125.0,13617.0,22008.0,8066.0,12938.0,31837.0,302827.0,19548.0,20536.0,8399.0,34517.0,16299.0,5446.0,19435.0,1217.0,13779.0,540640.0
2020-11-23,10143.0,13646.0,22032.0,8077.0,12961.0,31900.0,303145.0,19603.0,20596.0,8445.0,34786.0,16429.0,5554.0,19634.0,1218.0,13865.0,542080.0
2020-11-24,10149.0,13657.0,22045.0,8090.0,12982.0,31965.0,303349.0,19644.0,20642.0,8486.0,34936.0,16550.0,5623.0,19735.0,1221.0,13967.0,543087.0
2020-11-25,10156.0,13691.0,22058.0,8096.0,12998.0,32011.0,303588.0,19658.0,20680.0,8515.0,35157.0,16688.0,5687.0,19822.0,1231.0,14010.0,544092.0
2020-11-26,10176.0,13746.0,22088.0,8100.0,13016.0,32110.0,303852.0,19699.0,20768.0,8583.0,35472.0,16882.0,5770.0,20013.0,1236.0,14105.0,545662.0
2020-11-27,10187.0,13793.0,22124.0,8113.0,13035.0,32180.0,304181.0,19733.0,20861.0,8628.0,35802.0,17048.0,5870.0,20175.0,1242.0,14205.0,547223.0
2020-11-28,10205.0,13831.0,22151.0,8138.0,13070.0,32293.0,304601.0,19783.0,20928.0,8696.0,36075.0,17249.0,5958.0,20355.0,1252.0,14310.0,548941.0
2020-11-29,10220.0,13848.0,22180.0,8148.0,13113.0,32391.0,304916.0,19818.0,21010.0,8758.0,36344.0,17405.0,6037.0,20542.0,1259.0,14396.0,550430.0
2020-11-30,10239.0,13876.0,22226.0,8161.0,13132.0,32441.0,305218.0,19857.0,21095.0,8812.0,36599.0,17531.0,6105.0,20667.0,1269.0,14470.0,551743.0
2020-12-01,10242.0,13911.0,22243.0,8168.0,13147.0,32483.0,305412.0,19894.0,21129.0,8854.0,36848.0,17702.0,6180.0,20776.0,1270.0,14560.0,552864.0
2020-12-02,10252.0,13919.0,22255.0,8178.0,13159.0,32546.0,305689.0,19939.0,21188.0,8872.0,37038.0,17874.0,6235.0,20857.0,1273.0,14579.0,553898.0
2020-12-03,10265.0,13942.0,22268.0,8177.0,13188.0,32630.0,305995.0,19998.0,21259.0,8935.0,37431.0,18009.0,6349.0,20991.0,1273.0,14651.0,555406.0
2020-12-04,10279.0,13988.0,22296.0,8188.0,13206.0,32724.0,306462.0,20048.0,21322.0,9010.0,37750.0,18210.0,6429.0,21157.0,1277.0,14744.0,557135.0
2020-12-05,10293.0,13993.0,22320.0,8200.0,13267.0,32824.0,306862.0,20079.0,21393.0,9060.0,38049.0,18376.0,6492.0,21311.0,1283.0,14821.0,558668.0
2020-12-06,10307.0,14035.0,22355.0,8203.0,13283.0,32938.0,307311.0,20122.0,21476.0,9114.0,38419.0,18510.0,6596.0,21465.0,1288.0,14915.0,560382.0
2020-12-07,10321.0,14105.0,22384.0,8213.0,13346.0,33020.0,307625.0,20180.0,21571.0,9161.0,38788.0,18774.0,6689.0,21615.0,1294.0,15011.0,562142.0
2020-12-08,10323.0,14123.0,22412.0,8226.0,13364.0,33097.0,307966.0,20248.0,21707.0,9210.0,39010.0,18923.0,6769.0,21728.0,1298.0,15085.0,563534.0
2020-12-09,10340.0,14150.0,22429.0,8238.0,13381.0,33149.0,308319.0,20284.0,21755.0,9239.0,39258.0,19057.0,6823.0,21831.0,1312.0,15168.0,564778.0
2020-12-10,10358.0,14184.0,22459.0,8246.0,13417.0,33224.0,308692.0,20328.0,21848.0,9311.0,39665.0,19165.0,6919.0,22045.0,1315.0,15219.0,566440.0
2020-12-11,10372.0,14235.0,22491.0,8256.0,13439.0,33320.0,309047.0,20369.0,21939.0,9373.0,39947.0,19367.0,7009.0,22146.0,1322.0,15297.0,567974.0
2020-12-12,10404.0,14238.0,22526.0,8261.0,13464.0,33420.0,309491.0,20416.0,22055.0,9422.0,40373.0,19518.0,7087.0,22346.0,1327.0,15388.0,569781.0
2020-12-13,10429.0,14320.0,22593.0,8271.0,13483.0,33549.0,309969.0,20466.0,22193.0,9483.0,40770.0,19786.0,7214.0,22515.0,1336.0,15497.0,571919.0
2020-12-14,10451.0,14371.0,22653.0,8276.0,13574.0,33633.0,310468.0,20514.0,22329.0,9542.0,41168.0,19891.0,7314.0,22640.0,1341.0,15620.0,573830.0
2020-12-15,10463.0,14443.0,22690.0,8285.0,13612.0,33725.0,310828.0,20561.0,22452.0,9577.0,41411.0,20075.0,7380.0,22747.0,1344.0,15691.0,575329.0
2020-12-16,10472.0,14519.0,22716.0,8294.0,13642.0,33819.0,311182.0,20596.0,22585.0,9619.0,41676.0,20184.0,7445.0,22840.0,1354.0,15743.0,576731.0
2020-12-17,10475.0,14601.0,22779.0,8306.0,13681.0,33984.0,311670.0,20660.0,22686.0,9687.0,42085.0,20313.0,7528.0,23053.0,1365.0,15814.0,578732.0
2020-12-18,10525.0,14656.0,22850.0,8317.0,13731.0,34118.0,312320.0,20711.0,22871.0,9751.0,42568.0,20531.0,7663.0,23214.0,1368.0,15896.0,581135.0
2020-12-19,10537.0,14717.0,22907.0,8329.0,13762.0,34245.0,312847.0,20796.0,23054.0,9813.0,42987.0,20784.0,7795.0,23382.0,1385.0,15970.0,583354.0
2020-12-20,10567.0,14784.0,22955.0,8349.0,13816.0,34376.0,313373.0,20850.0,23231.0,9887.0,43391.0,20998.0,7878.0,23597.0,1394.0,16055.0,585545.0
2020-12-21,10582.0,14848.0,23030.0,8365.0,13854.0,34466.0,313791.0,20922.0,23420.0,9941.0,43812.0,21179.0,7949.0,23756.0,1399.0,16130.0,587488.0
