,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,8.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,43.0
2020-03-14,0.0,0.0,2.0,1.0,0.0,0.0,40.0,0.0,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,61.0
2020-03-15,0.0,0.0,2.0,1.0,0.0,0.0,54.0,0.0,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,75.0
2020-03-16,0.0,0.0,2.0,1.0,0.0,1.0,123.0,0.0,9.0,12.0,4.0,1.0,1.0,1.0,1.0,0.0,156.0
2020-03-17,0.0,0.0,2.0,1.0,0.0,1.0,152.0,0.0,9.0,26.0,4.0,1.0,1.0,1.0,1.0,2.0,201.0
2020-03-18,0.0,0.0,2.0,1.0,0.0,1.0,174.0,0.0,11.0,26.0,7.0,4.0,1.0,8.0,1.0,2.0,238.0
2020-03-19,1.0,0.0,2.0,1.0,2.0,4.0,247.0,2.0,14.0,28.0,14.0,7.0,1.0,16.0,1.0,2.0,342.0
2020-03-20,1.0,0.0,6.0,1.0,3.0,5.0,304.0,6.0,14.0,44.0,19.0,9.0,1.0,18.0,1.0,2.0,434.0
2020-03-21,1.0,0.0,10.0,1.0,3.0,13.0,359.0,7.0,15.0,58.0,30.0,15.0,1.0,20.0,1.0,3.0,537.0
2020-03-22,2.0,0.0,11.0,1.0,5.0,16.0,409.0,8.0,25.0,64.0,35.0,27.0,1.0,23.0,1.0,4.0,632.0
2020-03-23,2.0,1.0,11.0,1.0,6.0,19.0,459.0,8.0,28.0,81.0,46.0,40.0,4.0,33.0,1.0,6.0,746.0
2020-03-24,2.0,4.0,13.0,1.0,11.0,25.0,540.0,9.0,29.0,105.0,73.0,59.0,6.0,36.0,1.0,8.0,922.0
2020-03-25,2.0,4.0,19.0,1.0,12.0,32.0,682.0,11.0,30.0,111.0,95.0,74.0,11.0,44.0,1.0,13.0,1142.0
2020-03-26,3.0,5.0,20.0,1.0,13.0,44.0,746.0,14.0,31.0,114.0,109.0,111.0,14.0,60.0,2.0,19.0,1306.0
2020-03-27,3.0,5.0,21.0,1.0,14.0,49.0,938.0,16.0,32.0,144.0,135.0,143.0,22.0,63.0,2.0,22.0,1610.0
2020-03-28,3.0,5.0,25.0,1.0,15.0,71.0,1084.0,20.0,37.0,172.0,151.0,177.0,27.0,93.0,2.0,26.0,1909.0
2020-03-29,4.0,6.0,27.0,2.0,18.0,80.0,1167.0,21.0,42.0,197.0,185.0,205.0,40.0,104.0,2.0,39.0,2139.0
2020-03-30,6.0,8.0,35.0,2.0,27.0,108.0,1295.0,21.0,54.0,229.0,201.0,247.0,47.0,128.0,2.0,39.0,2449.0
2020-03-31,6.0,10.0,35.0,2.0,28.0,115.0,1420.0,23.0,62.0,245.0,216.0,302.0,58.0,151.0,2.0,63.0,2738.0
2020-04-01,6.0,10.0,39.0,3.0,30.0,136.0,1521.0,26.0,71.0,259.0,240.0,343.0,64.0,181.0,3.0,99.0,3031.0
2020-04-02,7.0,12.0,47.0,3.0,34.0,156.0,1636.0,32.0,82.0,341.0,275.0,389.0,68.0,203.0,5.0,114.0,3404.0
2020-04-03,12.0,13.0,54.0,5.0,35.0,176.0,1742.0,33.0,89.0,370.0,302.0,432.0,78.0,234.0,6.0,156.0,3737.0
2020-04-04,12.0,17.0,55.0,5.0,44.0,185.0,1957.0,38.0,97.0,401.0,347.0,477.0,89.0,259.0,6.0,172.0,4161.0
2020-04-05,28.0,20.0,60.0,5.0,50.0,191.0,2102.0,41.0,103.0,425.0,365.0,509.0,99.0,276.0,7.0,190.0,4471.0
2020-04-06,41.0,21.0,68.0,5.0,51.0,198.0,2244.0,42.0,108.0,474.0,383.0,562.0,104.0,286.0,7.0,221.0,4815.0
2020-04-07,53.0,23.0,69.0,6.0,52.0,214.0,2350.0,42.0,108.0,522.0,410.0,612.0,109.0,299.0,7.0,240.0,5116.0
2020-04-08,63.0,26.0,77.0,8.0,56.0,225.0,2548.0,43.0,119.0,561.0,439.0,669.0,114.0,325.0,7.0,266.0,5546.0
2020-04-09,75.0,29.0,92.0,10.0,61.0,230.0,2832.0,44.0,128.0,571.0,460.0,689.0,118.0,340.0,7.0,286.0,5972.0
2020-04-10,87.0,35.0,110.0,13.0,61.0,241.0,3193.0,44.0,131.0,589.0,474.0,712.0,124.0,349.0,7.0,331.0,6501.0
2020-04-11,107.0,38.0,117.0,13.0,64.0,248.0,3448.0,45.0,134.0,606.0,490.0,739.0,130.0,364.0,7.0,377.0,6927.0
2020-04-12,115.0,46.0,138.0,13.0,66.0,254.0,3599.0,46.0,138.0,613.0,500.0,775.0,135.0,372.0,7.0,396.0,7213.0
2020-04-13,115.0,52.0,149.0,13.0,66.0,273.0,3803.0,48.0,141.0,618.0,512.0,795.0,138.0,380.0,7.0,415.0,7525.0
2020-04-14,120.0,62.0,155.0,13.0,66.0,285.0,4086.0,53.0,142.0,622.0,528.0,816.0,148.0,385.0,7.0,429.0,7917.0
2020-04-15,124.0,62.0,176.0,13.0,66.0,299.0,4334.0,54.0,152.0,634.0,542.0,826.0,150.0,390.0,7.0,444.0,8273.0
2020-04-16,129.0,66.0,192.0,13.0,68.0,330.0,4682.0,54.0,167.0,639.0,559.0,882.0,153.0,399.0,7.0,467.0,8807.0
2020-04-17,134.0,73.0,211.0,13.0,68.0,345.0,4915.0,55.0,223.0,656.0,578.0,907.0,154.0,412.0,7.0,501.0,9252.0
2020-04-18,142.0,81.0,226.0,13.0,68.0,359.0,5192.0,55.0,276.0,667.0,606.0,944.0,156.0,416.0,7.0,522.0,9730.0
2020-04-19,145.0,90.0,249.0,13.0,68.0,381.0,5381.0,55.0,302.0,678.0,616.0,972.0,157.0,421.0,7.0,553.0,10088.0
2020-04-20,161.0,93.0,263.0,13.0,69.0,388.0,5643.0,56.0,304.0,687.0,626.0,1045.0,162.0,424.0,7.0,566.0,10507.0
2020-04-21,170.0,104.0,291.0,13.0,69.0,403.0,5788.0,57.0,316.0,694.0,636.0,1092.0,167.0,432.0,7.0,593.0,10832.0
2020-04-22,180.0,114.0,326.0,13.0,70.0,421.0,6083.0,59.0,328.0,703.0,658.0,1113.0,171.0,445.0,7.0,605.0,11296.0
2020-04-23,210.0,128.0,340.0,18.0,70.0,429.0,6434.0,76.0,333.0,708.0,675.0,1142.0,173.0,454.0,7.0,615.0,11812.0
2020-04-24,239.0,134.0,366.0,21.0,72.0,436.0,6761.0,81.0,349.0,715.0,683.0,1184.0,174.0,460.0,7.0,624.0,12306.0
2020-04-25,245.0,143.0,391.0,24.0,73.0,454.0,7165.0,85.0,350.0,725.0,696.0,1203.0,177.0,465.0,7.0,655.0,12858.0
2020-04-26,252.0,156.0,443.0,29.0,73.0,460.0,7496.0,92.0,354.0,731.0,703.0,1216.0,178.0,473.0,7.0,668.0,13331.0
2020-04-27,265.0,164.0,457.0,35.0,74.0,485.0,7858.0,94.0,363.0,741.0,706.0,1236.0,180.0,477.0,7.0,671.0,13813.0
2020-04-28,268.0,169.0,481.0,35.0,74.0,493.0,8300.0,97.0,384.0,747.0,709.0,1251.0,180.0,477.0,7.0,693.0,14365.0
2020-04-29,272.0,183.0,514.0,42.0,76.0,526.0,8889.0,104.0,392.0,761.0,719.0,1273.0,182.0,481.0,7.0,714.0,15135.0
2020-04-30,279.0,198.0,546.0,43.0,76.0,559.0,9625.0,108.0,393.0,768.0,727.0,1293.0,189.0,487.0,7.0,725.0,16023.0
2020-05-01,297.0,200.0,589.0,43.0,77.0,568.0,10516.0,109.0,394.0,768.0,729.0,1295.0,189.0,501.0,7.0,726.0,17008.0
2020-05-02,307.0,212.0,679.0,59.0,78.0,614.0,11661.0,120.0,396.0,776.0,751.0,1314.0,196.0,513.0,7.0,752.0,18435.0
2020-05-03,308.0,272.0,740.0,67.0,88.0,638.0,12656.0,125.0,397.0,786.0,759.0,1328.0,198.0,517.0,7.0,777.0,19663.0
2020-05-04,308.0,295.0,760.0,70.0,91.0,656.0,13528.0,131.0,399.0,787.0,762.0,1331.0,199.0,524.0,7.0,795.0,20643.0
2020-05-05,315.0,322.0,811.0,78.0,97.0,687.0,14707.0,136.0,408.0,789.0,774.0,1352.0,199.0,525.0,7.0,809.0,22016.0
2020-05-06,318.0,339.0,855.0,80.0,97.0,716.0,15582.0,145.0,408.0,791.0,789.0,1362.0,200.0,541.0,7.0,818.0,23048.0
2020-05-07,325.0,417.0,895.0,87.0,100.0,781.0,16828.0,151.0,414.0,793.0,814.0,1385.0,202.0,545.0,8.0,836.0,24581.0
2020-05-08,327.0,459.0,923.0,88.0,111.0,828.0,17979.0,167.0,425.0,794.0,842.0,1403.0,203.0,548.0,8.0,867.0,25972.0
2020-05-09,337.0,485.0,947.0,117.0,129.0,878.0,18957.0,182.0,432.0,801.0,882.0,1418.0,206.0,559.0,8.0,881.0,27219.0
2020-05-10,340.0,520.0,978.0,124.0,135.0,933.0,20353.0,195.0,441.0,812.0,899.0,1454.0,206.0,575.0,8.0,893.0,28866.0
2020-05-11,351.0,547.0,1014.0,133.0,140.0,970.0,21317.0,216.0,454.0,814.0,932.0,1466.0,208.0,592.0,8.0,901.0,30063.0
2020-05-12,351.0,578.0,1109.0,134.0,148.0,1029.0,22709.0,224.0,466.0,826.0,942.0,1482.0,211.0,594.0,8.0,910.0,31721.0
2020-05-13,359.0,615.0,1216.0,139.0,153.0,1123.0,24965.0,248.0,485.0,839.0,975.0,1495.0,212.0,628.0,8.0,921.0,34381.0
2020-05-14,363.0,682.0,1277.0,140.0,165.0,1213.0,27216.0,295.0,519.0,849.0,995.0,1536.0,214.0,633.0,8.0,935.0,37040.0
2020-05-15,368.0,779.0,1331.0,143.0,180.0,1312.0,29276.0,323.0,540.0,885.0,1036.0,1564.0,219.0,641.0,8.0,937.0,39542.0
2020-05-16,377.0,845.0,1429.0,146.0,187.0,1365.0,30794.0,329.0,551.0,921.0,1074.0,1587.0,219.0,644.0,8.0,952.0,41428.0
2020-05-17,378.0,975.0,1505.0,149.0,194.0,1474.0,32684.0,366.0,573.0,942.0,1099.0,1606.0,220.0,647.0,8.0,961.0,43781.0
2020-05-18,398.0,1056.0,1589.0,157.0,212.0,1553.0,34451.0,418.0,602.0,985.0,1144.0,1639.0,224.0,652.0,8.0,971.0,46059.0
2020-05-19,422.0,1109.0,1648.0,158.0,239.0,1639.0,37591.0,442.0,640.0,988.0,1172.0,1666.0,229.0,656.0,8.0,972.0,49579.0
2020-05-20,424.0,1139.0,1731.0,163.0,263.0,1770.0,41179.0,455.0,680.0,1011.0,1224.0,1680.0,247.0,666.0,8.0,977.0,53617.0
2020-05-21,453.0,1246.0,1778.0,168.0,268.0,1887.0,44641.0,465.0,731.0,1020.0,1263.0,1715.0,258.0,693.0,8.0,987.0,57581.0
2020-05-22,471.0,1393.0,1841.0,175.0,281.0,2020.0,48350.0,492.0,782.0,1025.0,1311.0,1737.0,262.0,717.0,8.0,992.0,61857.0
2020-05-23,482.0,1471.0,1897.0,182.0,294.0,2116.0,51399.0,518.0,823.0,1077.0,1354.0,1774.0,274.0,727.0,8.0,997.0,65393.0
2020-05-24,498.0,1564.0,1947.0,182.0,323.0,2230.0,54544.0,554.0,892.0,1102.0,1414.0,1808.0,290.0,736.0,8.0,1010.0,69102.0
2020-05-25,513.0,1630.0,2015.0,185.0,338.0,2305.0,58930.0,588.0,953.0,1139.0,1458.0,1857.0,297.0,763.0,10.0,1016.0,73997.0
2020-05-26,522.0,1737.0,2063.0,188.0,384.0,2455.0,62285.0,654.0,1013.0,1147.0,1502.0,1883.0,304.0,781.0,12.0,1031.0,77961.0
2020-05-27,541.0,1811.0,2137.0,197.0,455.0,2576.0,66011.0,691.0,1066.0,1174.0,1565.0,1916.0,309.0,791.0,12.0,1037.0,82289.0
2020-05-28,562.0,1957.0,2248.0,202.0,482.0,2730.0,69915.0,705.0,1120.0,1205.0,1677.0,1954.0,318.0,814.0,14.0,1040.0,86943.0
2020-05-29,582.0,2093.0,2318.0,207.0,537.0,2842.0,72910.0,745.0,1180.0,1242.0,1778.0,1989.0,330.0,822.0,16.0,1047.0,90638.0
2020-05-30,588.0,2250.0,2429.0,215.0,597.0,3037.0,76251.0,756.0,1256.0,1256.0,1888.0,2060.0,345.0,860.0,16.0,1054.0,94858.0
2020-05-31,619.0,2361.0,2510.0,218.0,628.0,3167.0,80504.0,785.0,1297.0,1257.0,1979.0,2071.0,356.0,863.0,17.0,1056.0,99688.0
2020-06-01,636.0,2526.0,2585.0,232.0,668.0,3348.0,85239.0,813.0,1341.0,1290.0,2070.0,2111.0,363.0,863.0,17.0,1056.0,105159.0
2020-06-02,654.0,2594.0,2649.0,236.0,687.0,3595.0,88194.0,843.0,1381.0,1290.0,2082.0,2141.0,368.0,894.0,18.0,1060.0,108686.0
2020-06-03,701.0,2682.0,2716.0,242.0,718.0,3769.0,92191.0,931.0,1595.0,1329.0,2215.0,2173.0,372.0,913.0,18.0,1063.0,113628.0
2020-06-04,736.0,2810.0,2862.0,258.0,772.0,4017.0,95890.0,967.0,1732.0,1372.0,2301.0,2182.0,379.0,926.0,19.0,1069.0,118292.0
2020-06-05,782.0,2965.0,2924.0,269.0,832.0,4266.0,99066.0,1016.0,1834.0,1429.0,2379.0,2288.0,390.0,968.0,19.0,1072.0,122499.0
2020-06-06,819.0,3094.0,3033.0,281.0,898.0,4580.0,103194.0,1111.0,1969.0,1470.0,2490.0,2321.0,400.0,985.0,19.0,1081.0,127745.0
2020-06-07,850.0,3250.0,3154.0,306.0,990.0,4862.0,108462.0,1183.0,2109.0,1490.0,2595.0,2377.0,417.0,1003.0,20.0,1082.0,134150.0
2020-06-08,874.0,3392.0,3245.0,339.0,1123.0,5149.0,112136.0,1255.0,2176.0,1552.0,2651.0,2410.0,425.0,1010.0,21.0,1088.0,138846.0
2020-06-09,914.0,3491.0,3402.0,348.0,1175.0,5391.0,115126.0,1317.0,2289.0,1584.0,2694.0,2445.0,446.0,1028.0,21.0,1088.0,142759.0
2020-06-10,930.0,3591.0,3559.0,365.0,1256.0,5614.0,119746.0,1442.0,2440.0,1616.0,2846.0,2488.0,452.0,1041.0,21.0,1089.0,148496.0
2020-06-11,967.0,3696.0,3753.0,389.0,1345.0,5865.0,124135.0,1552.0,2560.0,1673.0,2974.0,2535.0,462.0,1062.0,22.0,1102.0,154092.0
2020-06-12,1011.0,3823.0,3885.0,413.0,1438.0,6171.0,129694.0,1629.0,2691.0,1718.0,3103.0,2579.0,479.0,1083.0,22.0,1107.0,160846.0
2020-06-13,1062.0,4004.0,4038.0,436.0,1512.0,6527.0,134751.0,1788.0,2844.0,1737.0,3269.0,2645.0,487.0,1108.0,24.0,1123.0,167355.0
2020-06-14,1109.0,4145.0,4286.0,448.0,1556.0,6758.0,140398.0,1927.0,2997.0,1778.0,3401.0,2675.0,497.0,1141.0,24.0,1153.0,174293.0
2020-06-15,1139.0,4258.0,4556.0,484.0,1676.0,7012.0,144280.0,2012.0,3091.0,1832.0,3460.0,2728.0,529.0,1168.0,26.0,1185.0,179436.0
2020-06-16,1156.0,4365.0,4643.0,502.0,1720.0,7262.0,148302.0,2221.0,3189.0,1852.0,3515.0,2775.0,533.0,1178.0,26.0,1210.0,184449.0
2020-06-17,1218.0,4787.0,5241.0,561.0,1980.0,8253.0,180532.0,2797.0,3386.0,1929.0,4015.0,2815.0,555.0,1249.0,26.0,1284.0,220628.0
